Id,SalePrice
2658,109133.15741949597
2718,149545.59245133575
2414,215666.98804610892
1989,96050.98960767685
625,175918.0530715132
333,96473.5847908389
1327,109756.41571630318
858,150613.72709751365
95,198757.99028748565
1568,162542.28261876962
2482,144766.66604823404
1364,103962.65948585999
2584,156688.3555781257
818,235408.4927411021
2673,135326.57586740973
2089,130243.83975515372
1297,132425.3630030201
790,130204.01839973792
2616,218986.48862588752
720,142108.59523968652
222,130892.50891743135
557,118177.17059334558
1148,208175.95391742763
2766,197635.33005610344
534,136966.54177226496
1452,121407.92928313703
630,164661.44879318774
2648,115389.97928286892
125,143328.43997393022
1904,72815.58348243627
1670,108026.6137293545
756,113248.8021100954
717,179661.89898443234
1032,152368.27321409053
852,194079.48391045607
1731,184943.35871394724
2639,96608.51704371764
2071,92066.35415928425
1267,119723.9347649777
1851,165233.72742872473
567,159289.54442702493
2439,194980.21082748898
1898,145965.12519214992
647,142283.99728341115
2256,231082.32678408126
979,106295.07933920424
1444,230189.16346168358
2485,132237.9265935711
157,128595.89438119845
88,125504.24058744847
2003,115907.97718776434
186,179685.0851894696
1425,222742.58193981965
2695,114035.23022945717
738,121449.77351120462
395,133250.6561078185
1353,144076.18487033175
1878,151641.49722130442
390,150699.54384627892
1456,272086.5127443587
1103,324889.7510633158
1387,126698.8310404873
2070,144091.82809147338
1199,170228.322279296
2479,172519.5012088881
501,338549.4085162694
2362,109316.53520815152
1718,214661.732154845
2188,98959.13366360338
1483,145900.8885697663
2557,98543.85982312971
437,355977.38014510326
2224,218722.36203474976
1628,170078.25316477264
397,134200.66862793788
587,202396.32558268454
971,182095.7066409458
2611,134727.5120584186
1887,115308.553226417
2399,335694.9584781657
2148,188685.50638325655
304,97328.6233663057
1997,120296.24355801816
2817,162229.27463461985
1431,192697.9799557672
427,330377.05914235563
263,136616.94538826964
598,187354.4331272612
2895,211426.1862029525
687,129114.52257000058
1822,118440.55085229909
2191,105048.4819201894
179,100089.2143111589
1009,220663.4898285783
2010,134451.53153342468
1991,129358.92654904201
1411,146654.56058708532
1721,215432.73064301832
1144,196017.31631996506
593,188334.1755800486
575,252501.78389641724
1249,198793.15061427277
1604,132807.74366798744
1064,553563.5906286114
1923,137695.31779133246
1988,95911.59574882874
2325,172525.2579070749
114,240119.00332627178
2700,137301.72003877777
217,120191.78401694997
343,174792.80175428078
386,235021.6211455622
2005,138652.08338213834
2908,130156.44744804839
1814,202945.73595219964
2446,467251.98904208053
208,110909.15486934497
1679,121802.02927597582
822,264240.28962617635
6,182693.047273907
1781,373576.6969379083
2397,310978.31928643654
2340,280660.06786629907
1618,194108.7731909332
2843,131684.7755872299
1061,361125.6686302095
2786,128907.16180060316
1935,136885.5643886503
1341,129905.79732753371
521,242681.60859987783
2136,145885.5102911648
996,210221.2721884611
227,154558.09587168298
135,146157.6694413719
1167,176556.401554156
294,208474.58863143186
1776,202048.47636692703
540,139120.39848846124
1717,233502.86294019144
2303,134009.80041486947
116,169989.4084878001
127,141093.12050183336
1371,120916.14707172701
1014,159709.43659278183
1507,116625.942130193
702,105463.80863137264
750,157526.74317055408
261,154111.85830616357
1559,69721.69150364115
577,194986.053154935
2812,192459.18994327128
2080,141725.50333456436
1368,104343.42986842313
2376,124218.68109959213
659,86202.07791518982
1235,135283.8497025477
332,97481.9924709983
1917,132866.14890843435
2094,255853.37567634214
1460,235539.32476554246
1471,215120.02334902296
1509,119497.86886738465
1922,134501.69956896704
433,566652.4049092517
460,212996.08546079183
1116,229037.85990066666
1137,153210.79879525385
53,146280.7408770565
2354,312606.87964819383
1475,183111.66474353283
1761,576469.1166807569
842,146409.89003680027
2739,176797.15445645803
2509,137571.4194217513
1007,195024.1877776812
2610,175712.57097398274
1952,74435.49740674227
2719,146631.03215676424
2921,83629.93875263276
1966,144150.10200612977
292,123193.94435600503
1204,196632.1752768966
1829,283317.6795091673
2419,182612.6032631809
391,163882.43798866175
798,105125.10568989607
481,190051.11178228556
193,138959.7060641643
555,130591.63152981558
899,97898.46697948225
2357,176707.14245015912
328,105561.75185217809
1356,107080.2242645108
1154,97959.33157995979
1730,189588.69309267105
2249,150263.57267394155
1119,307691.2965914205
2856,143622.7155200571
1394,154032.5904865668
2587,127427.44883687233
61,310974.59001614887
2661,148967.2420170493
2711,129673.51686250628
1147,177218.59275058663
757,124878.530893018
2623,121085.99661450436
2378,156556.00750363208
1413,118627.39411102103
1722,204690.16461135622
1112,257424.88570886885
1623,207892.29122534607
1201,189479.60511135927
1513,105094.09858640158
957,320787.6120168392
1171,235666.8792753638
1145,191851.26021457254
2726,229013.0366835069
703,110349.60411129582
760,86245.60992670464
1964,130171.4970456802
2512,171435.5717322292
159,134485.8704842519
1281,181337.216605087
468,175723.91683585578
290,122121.8922106906
665,79860.0554618314
1463,234632.04235157746
1792,244837.8318308883
923,153589.9304433219
500,293880.2938518197
1408,135822.34986346742
331,80241.4821667942
170,137983.94775551927
2192,97265.92631153062
2571,259830.80938035014
2314,173812.3998540171
2647,84140.6206323337
422,476700.4054958142
2457,357189.77371949574
1838,197327.2464123429
2805,239350.14011444943
1645,156515.5853758408
1711,316527.1245628538
2825,199164.38288399627
322,271719.1518961372
2103,247588.63488117122
342,120798.60622167583
600,133201.67111504189
488,195353.56503748844
1725,271920.6509029367
2246,276679.71550029353
2847,153741.0181178135
806,210321.0612153556
530,240642.33299120978
963,210676.26725422553
2678,131925.30442581838
171,97172.88546780786
2401,447735.3880482158
805,215688.4672555206
2259,250700.84659893916
1748,173761.47248801807
1361,116404.19456889355
1677,108527.4829220979
1406,129443.57691013951
2322,230100.09572005676
688,166552.1287064984
143,146687.087187169
804,212401.3445686209
1214,158831.52616571265
2828,124852.23827600364
1999,109823.95938425393
2467,219938.35378156466
2665,132343.3946072957
1538,426661.30837187334
398,120549.98914165882
2822,137350.43166171026
2157,138754.62669248896
1856,214021.9747021837
1269,121146.13027003386
2570,128178.82929455544
2320,227207.47189433698
1517,115301.8117179641
2304,126463.48773846817
1312,92644.14051234405
2012,130763.83475214423
506,215766.40883074008
2865,236382.5576548653
2367,96081.14509414183
554,88775.56220030683
238,129726.84802526684
1954,119859.07602518905
2488,136188.26533035695
2291,83306.64038347654
1969,114504.60269695362
2725,161806.33603935584
1482,145900.8885697663
2763,187157.2954187086
503,261433.0732822601
1584,217579.59896351447
1531,178267.36154524217
2210,153915.4021925848
459,313282.1702478369
556,113705.97119387558
1347,162005.49703582207
1290,81591.09128525965
1388,115444.85364101917
1571,280674.24563720793
2754,192525.68102588132
765,117610.3661357419
2494,129585.0848429888
2870,230080.16388163314
7,223308.79862965387
1114,265898.51465730864
2418,267684.9054328888
291,187666.26260094458
18,372074.7238593243
39,356200.9652979188
1001,285900.2306262793
2442,217169.80389122694
616,129031.70310863492
2680,81697.2413488464
1414,127489.7833582207
289,151720.37198728637
40,264756.19298579125
860,125383.13731662309
409,135144.87053232003
673,144119.5756463418
2427,157997.9184103055
2036,144104.5922346151
2564,161711.03299768403
642,141702.04605167286
1008,190527.0075898022
1908,141290.43906161122
2519,216521.78987355178
1369,87685.85982797996
2855,176082.61312813417
712,96777.77199150516
1943,111885.10088724873
1958,125307.83913892637
107,142661.73738249615
2295,190071.5671178016
704,91560.67702297385
676,173366.44475460393
259,192497.63266452335
93,298791.6547218844
106,255318.07348305616
2315,188714.05034681724
1050,116911.34332750933
1095,196559.617926844
2709,138912.23967776858
758,103506.12115440199
1496,141339.25551241834
2370,107713.21610851535
2458,262522.0087329403
2733,138125.33291934474
161,235633.58467980873
726,142060.39928483398
845,198811.62947277076
947,231074.87499905948
2232,95306.75178966601
2563,165344.46947339535
2299,120399.16806019559
211,93979.18647412311
605,135577.8571561865
1478,167023.8446068441
2247,252499.99312258622
2274,240622.1497375308
2869,229681.15578314103
967,218060.37849520353
2656,124163.30282199901
667,168212.72150755845
1042,95856.67281514767
2023,145930.52173261132
2447,352544.36131357535
2055,117916.61247102861
2275,305456.7166322335
2204,154381.65400320836
1563,252468.8279874493
483,215774.60800834736
796,120360.49989311874
1526,188469.72924357385
2042,92549.13798105516
442,316640.85391236225
1693,361925.16586238483
1468,223547.66044914344
1430,230742.87566876117
2605,118972.35725201009
1529,157365.85842948593
335,134632.9987117334
1287,126147.13546055509
31,99151.23058125474
1785,296989.2322214848
82,177589.28476990777
2620,142569.4817135391
252,178625.48396611956
721,65926.90572465034
2165,193523.66588083145
2316,190030.41973640164
775,126729.26713922521
1558,97538.19385408463
17,181115.06324845937
1022,208072.35401502068
925,149657.95267808152
438,275211.105569966
1270,145818.1334451885
1272,133808.35879672001
215,128069.77108946067
266,239789.7298325331
2402,271877.43072327675
1250,118641.41169675146
1984,112991.86962283598
1279,151687.0800849645
377,229227.77439792728
1252,165030.51339920438
2156,253184.16799062336
499,325644.4999260332
1374,148080.22963976473
2898,248735.42021594604
401,113904.8055415969
2721,202045.69913616625
2078,268884.48592615896
2589,137800.59380532094
1946,303595.1751442019
1334,121574.92841430882
2781,219023.65823786063
431,369140.09106158384
576,211574.4576440487
1474,213010.0691148187
2254,138173.4708190496
2155,254162.40899104966
885,111208.13632789513
643,138631.44743008752
1944,134007.32042639164
480,182108.33060935393
2845,91897.2783818231
2387,375034.6583084882
2407,223021.8666884552
2527,160607.71138223828
2514,141414.07830999527
629,187751.7246895986
80,189181.9479539492
1876,138074.22555179923
1546,104092.11273491499
2518,186431.14242532806
2347,151774.08506276456
783,220186.8887815587
1322,91614.4850211936
194,81796.12524086081
1770,336910.1374448075
2143,134859.7040909518
1229,189593.32292465487
511,272093.0715248797
46,253492.05393835614
1348,144260.21265493683
2465,217981.04795289773
387,225008.85752678366
873,203462.67020194707
1918,123648.69331370476
2764,223188.08107617724
2184,115614.96249161297
934,165096.1080907484
1920,134279.48443527592
2631,150089.4558502088
1768,483097.7212169773
2040,126579.99718664085
1749,198367.55588187103
834,223719.47178640045
1457,235558.3046771655
79,117841.0753848395
2302,113239.6510084477
1817,148382.9324814472
2755,233703.7248073944
359,192068.90676214194
2059,115345.60685545801
2092,271223.9720581063
2516,213581.71004045682
150,139384.54004943994
1656,172271.99481714919
83,108401.84337669451
2411,182856.0903605827
795,82666.47194530409
2312,209927.56538851996
2917,76204.1387755728
1624,170570.21614610672
2215,294388.9582566566
1211,140047.98205009932
1485,150608.21747032888
1024,169552.23074950805
570,206937.5221124582
2874,125910.97788018991
700,126508.31629559868
2756,201250.1654105216
2022,163508.8609564702
583,230357.64280936404
2392,448137.3224491608
2424,179782.32572147582
212,98522.31920342149
736,119770.52580925239
1610,206591.37866609576
890,113504.03686703449
467,176549.5598062595
578,258068.263222226
1747,178703.4183845051
1149,144553.58068632972
2758,255083.97381955173
857,139610.95508424615
2219,281918.6060350541
733,72040.49496311754
2909,109741.20868665642
1798,271767.0234483436
235,153562.21015139404
2366,134062.3615706272
1027,140283.95011930884
1195,127423.36097097902
1303,59528.91035272988
148,190352.20306783763
